На складе (тонн),Вес 1 шт./кг.,,Цена 1 - 5 т. ,"Цена 5 - 15 т.
",Цена > 15 т. ,Филиал,Наименование,Размер,Длина,Доп. информация/ГОСТ,Категория,Длина
4.71,152.772,10449.60,67100,67000,66900,ИЖЕВСК,Труба ЭС,"133 *4,0","(11,8+нд)",ГОСТ 10704-91,Труба ЭС,12
6.94,150.786,10162.98,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ЭС,"133 *4,0","(11,8+нд)",ГОСТ 10704-91,Труба ЭС,11.844
2.70,150.096,10026.41,65100,65000,64900,ВОЛГОГРАД,Труба ЭС,"133 *4,0","(11,8+нд)",ГОСТ 10704-91,Труба ЭС,11.8
0.32,160.374,11242.20,68100,68000,67900,ЛОБНЯ,Труба ЭС,"127 *4,5","(11,8+нд)",ГОСТ 10704-91,Труба ЭС,11.8
4.64,220.824,15546.01,69100,69000,68900,ЧЕЛЯБИНСК,Труба ЭС,114 *7,"(11,7+нд)",ГОСТ 10704-91,Труба ЭС,12
5.72,191.148,13456.82,69100,69000,68900,ИЖЕВСК,Труба ЭС,114 *6,"(11,7+нд)",ГОСТ 10704-91,Труба ЭС,12
35.97,161.280,10983.17,66100,66000,65900,ЛОБНЯ,Труба ЭС,114 *5,-12,ГОСТ 10704-91,Труба ЭС,12
4.98,160.676,11311.62,69100,69000,68900,ИЖЕВСК,Труба ЭС,114 *5,"(11,7+нд)",ГОСТ 10704-91,Труба ЭС,12
19.28,159.345,10580.48,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ЭС,114 *5,"(11,7+нд)",ГОСТ 10704-91,Труба ЭС,11.856
16.98,132.637,8873.44,65100,65000,64900,ЧЕЛЯБИНСК,Труба ЭС,"133 *3,5","(11,8-11,9)",ГОСТ 10704-91,Труба ЭС,11.9
0.40,132.930,9212.06,67100,67000,66900,УФА,Труба ЭС,"133 *3,5","(11,8-11,9)",ГОСТ 10704-91,Труба ЭС,11.89
1.18,131.477,9111.34,67100,67000,66900,УФА,Труба ЭС,"133 *3,5","(11,6-11,7)",ГОСТ 10704-91,Труба ЭС,11.76
1.17,130.235,8673.67,64100,64000,63900,ЛОБНЯ,Труба ЭС,"133 *3,5","(11,6-11,7)",ГОСТ 10704-91,Труба ЭС,11.65
09.02,180.480,12651.65,68100,68000,67900,ЛОБНЯ,Труба ЭС,"127 *5,0",-12,ГОСТ 10704-91,Труба ЭС,12
0.08,0.000,0.00,110000,109900,109800,ЕКАТЕРИНБУРГ,Труба ЭСоц,"76*3,5","(6,0+нд)ММК",ТУ 14-101-535-2004,Труба ЭС,0
13.77,38.708,3971.42,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"76*3,5",-6,"ГОСТ10704-91,10705-80",Труба ЭС,6
0.77,59.470,4020.17,65100,65000,64900,ЛОБНЯ,Труба ЭС,"76 *3,5","(9,5+нд)","ГОСТ10704-91,10705-80",Труба ЭС,9.5
0.15,50.310,5061.19,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"76*3,5","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
0.30,50.310,5277.52,103100,103000,102900,ИЖЕВСК,Труба ЭСоц,"76*3,5","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
19.12,50.310,4995.78,97100,97000,96900,ВОЛГОГРАД,Труба ЭСоц,"76*3,5","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
5.94,50.310,5212.12,101100,101000,100900,ВЛАДИКАВКАЗ,Труба ЭСоц,"76*3,5","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
13.74,39.288,4364.90,108100,108000,107900,ЧЕЛЯБИНСК,Труба ЭСоц,"76*3,5","(6,0+нд)ММК",ТУ 14-101-535-2004,Труба ЭС,6
6.97,39.606,4063.57,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"76*3,5","(6,0+нд)ММК",ТУ 14-101-535-2004,Труба ЭС,06.01
21.26,75.120,5078.11,65100,65000,64900,ЛОБНЯ,Труба ЭС,"76 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
0.22,75.120,5175.77,67100,67000,66900,ИЖЕВСК,Труба ЭС,"76 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
1.20,75.108,5099.83,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ЭС,"76 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
14.75,59.470,4198.58,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,"76 *3,5","(9,5+нд)","ГОСТ10704-91,10705-80",Труба ЭС,9.5
6.38,75.120,4897.82,62700,62600,62500,ЧЕХОВ,Труба ЭС,"76 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
0.45,75.120,5205.82,67100,67000,66900,УФА,Труба ЭС,"76 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
9.71,67.450,4761.97,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,76 *4,"(9,5+нд)","ГОСТ10704-91,10705-80",Труба ЭС,9.5
2.64,85.200,5555.04,62700,62600,62500,ЧЕХОВ,Труба ЭС,76 *4,(12+НД),"ГОСТ10704-91,10705-80",Труба ЭС,12
2.47,85.200,5904.36,67100,67000,66900,УФА,Труба ЭС,76 *4,(12+НД),"ГОСТ10704-91,10705-80",Труба ЭС,12
17.50,57.026,5736.80,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"76*4,0","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
0.11,57.026,5662.66,97100,97000,96900,ВОЛГОГРАД,Труба ЭСоц,"76*4,0","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
09.08,83.284,5821.58,68100,68000,67900,ЧЕЛЯБИНСК,Труба ЭС,76 *4,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
2.15,82.567,5746.66,69600,69500,69400,ТЮМЕНЬ,Труба ЭС,76 *4,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
4.75,83.278,5737.87,67100,67000,66900,ИЖЕВСК,Труба ЭС,76 *4,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
1.25,83.318,5657.33,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ЭС,76 *4,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.735
03.09,83.496,5669.38,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ЭС,76 *4,"(11,6+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.76
0.05,50.310,5529.07,108100,108000,107900,ЧЕЛЯБИНСК,Труба ЭСоц,"76*3,5","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
21.21,85.200,5759.52,65100,65000,64900,ЛОБНЯ,Труба ЭС,76 *4,(12+НД),"ГОСТ10704-91,10705-80",Труба ЭС,12
1.28,85.196,5870.03,67100,67000,66900,ИЖЕВСК,Труба ЭС,76 *4,(12+НД),"ГОСТ10704-91,10705-80",Труба ЭС,12
3.31,85.200,5733.96,65100,65000,64900,ВОЛГОГРАД,Труба ЭС,76 *4,(12+НД),"ГОСТ10704-91,10705-80",Труба ЭС,12
17.05,63.885,4465.58,68100,68000,67900,ЧЕЛЯБИНСК,Труба ЭС,"76 *3,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
4.66,63.396,4393.34,67100,67000,66900,УФА,Труба ЭС,"76 *3,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.74
2.39,62.794,4370.46,69600,69500,69400,ТЮМЕНЬ,Труба ЭС,"76 *3,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
3.39,63.180,4302.56,68100,68000,67900,ПЕРМЬ,Труба ЭС,"76 *3,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
01.01,63.391,4367.61,67100,67000,66900,ИЖЕВСК,Труба ЭС,"76 *3,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
7.54,63.342,4300.92,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ЭС,"76 *3,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.73
21.84,1701.996,185687.76,109100,109000,108900,ЧЕЛЯБИНСК,Труба ЭС ст20,"720*8,0",(12+нд),ГОСТ10706-76,Труба ЭС,12
30.84,64.800,4380.48,65100,65000,64900,ЛОБНЯ,Труба ЭС,"76 *3,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
2.27,64.800,4464.72,67100,67000,66900,ИЖЕВСК,Труба ЭС,"76 *3,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
0.06,64.800,4399.92,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ЭС,"76 *3,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
8.94,64.800,4361.04,65100,65000,64900,ВОЛГОГРАД,Труба ЭС,"76 *3,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
25.28,1487.004,144388.09,97100,97000,96900,ЕКАТЕРИНБУРГ,Труба ЭС ст20,"630*8,0",(12м+нд),ГОСТ10705,Труба ЭС,12
24.09,1853.004,179926.69,97100,97000,96900,ЧЕЛЯБИНСК,Труба ЭС ст20,630 *10,(12м+нд),ГОСТ10705,Труба ЭС,12
0.31,61.673,4273.97,67100,67000,66900,УФА,Труба ЭС,"57 *5,0","(9,5+нд)","ГОСТ10704-91,10705-80",Труба ЭС,9.4
1.70,1701.996,198452.73,116600,116500,116400,ВЛАДИКАВКАЗ,Труба ЭС ст20,"720*8,0",(12+нд),ГОСТ10706-76,Труба ЭС,12
4.70,2538.996,277004.46,109100,109000,108900,ЧЕЛЯБИНСК,Труба ЭС ст20,"720*12,0",(12+нд),ГОСТ10706-76,Труба ЭС,12
16.97,2121.996,231509.76,109100,109000,108900,ЧЕЛЯБИНСК,Труба ЭС ст20,"720*10,0",(12+нд),ГОСТ10706-76,Труба ЭС,12
27.62,43.370,4449.72,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"76*3,0","(7,8+нд)ТАГМЕТ",ГОСТ 10704-91,Труба ЭС,7.8
4.73,75.120,5055.58,65100,65000,64900,ВОЛГОГРАД,Труба ЭС,"76 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
13.67,73.490,5136.98,68100,68000,67900,ЧЕЛЯБИНСК,Труба ЭС,"76 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
0.22,72.936,5054.48,67100,67000,66900,УФА,Труба ЭС,"76 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.64
2.11,72.868,5071.58,69600,69500,69400,ТЮМЕНЬ,Труба ЭС,"76 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
2.62,72.825,4959.37,68100,68000,67900,ПЕРМЬ,Труба ЭС,"76 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.6
5.59,73.612,5071.85,67100,67000,66900,ИЖЕВСК,Труба ЭС,"76 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
4.34,73.614,4998.37,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ЭС,"76 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.75
0.81,73.608,5145.23,68100,68000,67900,ЧЕЛЯБИНСК,Труба ЭС,"76 *3,5","(11,6+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
2.97,51.301,3467.94,65100,65000,64900,ЛОБНЯ,Труба ЭС,"76 *3,0","(9,5+нд)","ГОСТ10704-91,10705-80",Труба ЭС,9.5
21.54,51.300,3621.78,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,"76 *3,0","(9,5+нд)","ГОСТ10704-91,10705-80",Труба ЭС,9.5
0.84,64.800,4224.96,62700,62600,62500,ЧЕХОВ,Труба ЭС,"76 *3,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
1.68,64.800,4490.64,67100,67000,66900,УФА,Труба ЭС,"76 *3,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
0.04,43.495,4914.91,110000,109900,109800,ЕКАТЕРИНБУРГ,Труба ЭСоц,"76*3,0","(7,8+нд)ТАГМЕТ",ГОСТ 10704-91,Труба ЭС,7.82
0.77,43.384,4386.08,97100,97000,96900,ВОЛГОГРАД,Труба ЭСоц,"76*3,0","(7,8+нд)ТАГМЕТ",ГОСТ 10704-91,Труба ЭС,7.8
6.11,43.384,4581.31,101100,101000,100900,ВЛАДИКАВКАЗ,Труба ЭСоц,"76*3,0","(7,8+нд)ТАГМЕТ",ГОСТ 10704-91,Труба ЭС,7.8
1.82,62.876,4608.80,71100,71000,70900,УФА,Труба ЭС,"76 *3,0","(11,7+нд)ст09Г2С","ГОСТ10704-91,10705-80",Труба ЭС,11.62
6.67,98.338,6775.52,67100,67000,66900,ИЖЕВСК,Труба ЭС,"89 *4,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
0.39,97.459,6588.26,65100,65000,64900,ЛОБНЯ,Труба ЭС,"89 *4,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.63
0.39,97.800,6464.55,66100,66000,65900,ПЕРМЬ,Труба ЭС,"89 *4,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.6
4.13,98.582,6733.18,66100,66000,65900,УФА,Труба ЭС,"89 *4,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.75
7.97,98.461,6783.94,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,"89 *4,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.9
8.66,92.180,6507.91,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,"89 *4,0",(11+нд),"ГОСТ10704-91,10705-80",Труба ЭС,11
0.20,100.848,7119.87,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
0.24,59.288,6243.01,103100,103000,102900,УФА,Труба ЭСоц,"89*3,5","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
5.19,86.715,5974.66,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ЭС,"89 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.75
0.09,86.647,5970.01,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,"89 *3,5","(11,6+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
16.48,76.320,5159.23,65100,65000,64900,ЛОБНЯ,Труба ЭС,89 *3,-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
5.53,100.548,6766.88,65100,65000,64900,ВОЛГОГРАД,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
3.20,76.320,5006.59,63100,63000,62900,ЧЕХОВ,Труба ЭС,89 *3,-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
3.13,76.320,5212.66,66100,66000,65900,УФА,Труба ЭС,89 *3,-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
9.71,88.560,5960.09,65100,65000,64900,ВОЛГОГРАД,Труба ЭС,"89 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
1.77,88.548,6100.96,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ЭС,"89 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
29.67,88.560,5986.66,65100,65000,64900,ЛОБНЯ,Труба ЭС,"89 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
06.02,88.560,5853.82,66100,66000,65900,ПЕРМЬ,Труба ЭС,"89 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
4.93,86.557,5963.75,67100,67000,66900,ИЖЕВСК,Труба ЭС,"89 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
14.13,86.789,5979.76,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,"89 *3,5","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
23.68,81.180,5731.31,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,"89 *3,5",(11+НД),"ГОСТ10704-91,10705-80",Труба ЭС,11
2.19,81.254,5492.76,65100,65000,64900,ЛОБНЯ,Труба ЭС,"89 *3,5",(11+НД),"ГОСТ10704-91,10705-80",Труба ЭС,11.01
0.18,88.800,6269.28,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,"89 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
3.78,45.600,4678.56,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"89*3,5",-6,ГОСТ 10704-91,Труба ЭС,6
0.37,45.000,4999.50,108100,108000,107900,ЧЕЛЯБИНСК,Труба ЭСоц,"89*3,5","(6,0+нд)",ТУ 14-101-535-2004,Труба ЭС,6
4.27,59.272,5962.78,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"89*3,5","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
8.41,88.560,6048.65,66100,66000,65900,УФА,Труба ЭС,"89 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
3.45,88.572,5810.32,63100,63000,62900,ЧЕХОВ,Труба ЭС,"89 *3,5",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
16.76,69.960,4939.18,68100,68000,67900,ВЛАДИКАВКАЗ,Труба ЭС,89 *3,(11+нд),ГОСТ 10704-91,Труба ЭС,11
3.14,74.729,5148.86,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,89 *3,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
1.64,74.666,5099.72,66100,66000,65900,УФА,Труба ЭС,89 *3,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.74
4.55,74.670,5047.72,67600,67500,67400,ТЮМЕНЬ,Труба ЭС,89 *3,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
0.52,75.048,5073.24,65100,65000,64900,ЛОБНЯ,Труба ЭС,89 *3,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
12.99,74.794,5153.28,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ЭС,89 *3,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.76
0.52,74.800,5153.73,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,89 *3,"(11,6+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
7.43,121.729,8508.84,68100,68000,67900,ЧЕЛЯБИНСК,Труба ЭС,"89 *5,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.8
14.92,124.320,8652.67,67100,67000,66900,ЛОБНЯ,Труба ЭС,"89 *5,0",(12м),"ГОСТ10704-91,10705-80",Труба ЭС,12
8.78,144.061,9781.77,66100,66000,65900,ЧЕЛЯБИНСК,Труба ЭС,"89 *6,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.9
11.79,147.360,10256.26,67100,67000,66900,ЛОБНЯ,Труба ЭС,"89 *6,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
12.63,101.860,7119.99,68100,68000,67900,ЧЕЛЯБИНСК,Труба ЭС,76 *5,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.6
4.79,101.862,7120.13,68100,68000,67900,ЕКАТЕРИНБУРГ,Труба ЭС,76 *5,"(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.64
4.94,102.900,7192.71,68100,68000,67900,ЕКАТЕРИНБУРГ,Труба ЭС,76 *5,"(11,6+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.76
0.09,85.200,5026.80,59000,59000,59000,УФА,Труба ЭС,"76 *4,0",,А,Труба ЭС,12
1.89,105.000,7381.50,68100,68000,67900,УФА,Труба ЭС,76 *5,-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
15.96,105.000,7308.00,67100,67000,66900,ЛОБНЯ,Труба ЭС,76 *5,-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
0.10,100.560,6868.25,66100,66000,65900,УФА,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
2.83,101.004,6959.18,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
5.93,100.572,6597.52,63100,63000,62900,ЧЕХОВ,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
2.75,76.318,5258.28,67100,67000,66900,ИЖЕВСК,Труба ЭС,89 *3,-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
5.34,76.320,5136.34,65100,65000,64900,ВОЛГОГРАД,Труба ЭС,89 *3,-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
0.60,100.560,6928.58,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
25.64,100.560,6797.86,65100,65000,64900,ЛОБНЯ,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
3.82,100.680,6654.95,66100,66000,65900,ПЕРМЬ,Труба ЭС,"89 *4,0",-12,"ГОСТ10704-91,10705-80",Труба ЭС,12
8.55,112.567,7981.01,69100,69000,68900,ИЖЕВСК,Труба ЭС,"89 *4,5",(12м),"ГОСТ10704-91,10705-80",Труба ЭС,12
2.14,112.560,7834.18,67100,67000,66900,ЛОБНЯ,Труба ЭС,"89 *4,5",(12м),"ГОСТ10704-91,10705-80",Труба ЭС,12
2.43,121.730,8508.93,68100,68000,67900,ЕКАТЕРИНБУРГ,Труба ЭС,"89 *5,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.75
0.36,121.212,8436.36,67100,67000,66900,ЛОБНЯ,Труба ЭС,"89 *5,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.7
02.07,121.730,8557.62,68100,68000,67900,УФА,Труба ЭС,"89 *5,0","(11,7+нд)","ГОСТ10704-91,10705-80",Труба ЭС,11.75
24.56,52.800,5311.68,98100,98000,97900,ЛОБНЯ,Труба ЭСоц,"89*4,0",-6,ГОСТ 10704-91,Труба ЭС,6
0.16,52.800,5802.72,108100,108000,107900,ЧЕЛЯБИНСК,Труба ЭСоц,"89*4,0","(6,0+нд)",ТУ 14-101-535-2004,Труба ЭС,6
1.28,67.314,7061.24,103100,103000,102900,ИЖЕВСК,Труба ЭСоц,"89*4,0","(7,8+нд)",ГОСТ 10704-91,Труба ЭС,7.8
9.58,870.853,70190.77,80100,80000,79900,ЕКАТЕРИНБУРГ,Труба ЭС ст20,"426 *7,0",(12+нд),ГОСТ10705-80,Труба ЭС,12.04
61.34,748.000,59690.37,79100,79000,78900,ЧЕХОВ,Труба ЭС ст3,"426 *6,0 Шексна",-12,"ГОСТ10704-91,10705-80изм1-7",Труба ЭС,12
10.48,748.506,60329.58,80100,80000,79900,ЧЕЛЯБИНСК,Труба ЭС ст20,"426 *6,0",(12+нд),ГОСТ10705-80,Труба ЭС,12.1
0.75,751.072,62864.74,83100,83000,82900,УФА,Труба ЭС ст20,"426 *6,0",(12+нд),ГОСТ10705-80,Труба ЭС,12.079
35.18,749.000,60369.42,80100,80000,79900,ЕКАТЕРИНБУРГ,Труба ЭС ст20,"426 *6,0",(12+нд),ГОСТ10705-80,Труба ЭС,12.05
41.58,990.000,80982.00,81100,81000,80900,ЛОБНЯ,Труба ЭС ст20,"426 *8,0",(12+нд),ГОСТ10705-80,Труба ЭС,12
13.91,994.000,80116.38,80100,80000,79900,ЕКАТЕРИНБУРГ,Труба ЭС ст20,"426 *8,0",(12+нд),ГОСТ10705-80,Труба ЭС,12.05
10.89,990.000,84843.00,85100,85000,84900,ВОЛГОГРАД,Труба ЭС ст20,"426 *8,0",(12+нд),ГОСТ10705-80,Труба ЭС,12
9.75,975.003,78585.22,80100,80000,79900,ЧЕЛЯБИНСК,Труба ЭС ст20,"426 *8,0","(11,5-12,0)",ГОСТ10705-80,Труба ЭС,11.9
6.82,974.996,78584.70,80100,80000,79900,ЕКАТЕРИНБУРГ,Труба ЭС ст20,"426 *8,0","(11,5-12,0)",ГОСТ10705-80,Труба ЭС,11.82
7.52,837.996,67542.46,80100,80000,79900,ЧЕЛЯБИНСК,Труба ЭС ст20,"426 *7,0",(12+нд),ГОСТ10705-80,Труба ЭС,11.97
17.23,1231.000,99834.07,81100,81000,80900,ЛОБНЯ,Труба ЭС ст20,426 *10,(12+нд),ГОСТ10704,Труба ЭС,12
23.39,1230.996,98602.78,80100,80000,79900,ЕКАТЕРИНБУРГ,Труба ЭС ст20,426 *10,(12+нд),ГОСТ10704,Труба ЭС,12
2.46,1231.008,104758.78,85100,85000,84900,ВОЛГОГРАД,Труба ЭС ст20,426 *10,(12+нд),ГОСТ10704,Труба ЭС,12
5.26,876.143,69916.20,79100,79000,78900,ЧЕХОВ,Труба ЭС ст3,377*8 Шексна,-12,"ГОСТ10704-91,10705-80изм1-7",Труба ЭС,12
3.38,851.760,69673.97,81100,81000,80900,ЛОБНЯ,Труба ЭС ст20,"377 *8,0",(12+нд),ГОСТ10705-80,Труба ЭС,11.7
8.95,746.040,63935.63,85100,85000,84900,ВОЛГОГРАД,Труба ЭС ст20,"426 *6,0",(12+нд),ГОСТ10705-80,Труба ЭС,12
20.79,743.496,59925.78,80100,80000,79900,ЧЕЛЯБИНСК,Труба ЭС ст20,"426 *6,0","(11,7+нд)",ГОСТ10705-80,Труба ЭС,12
5.84,1947.000,167636.70,86100,86000,85900,ЛОБНЯ,Труба ЭС ст3,"426 *16,0 Шексна",-12,"ГОСТ10704-91,10705-80из1-7",Труба ЭС,12
39.81,1474.500,116632.95,79100,79000,78900,ЛОБНЯ,Труба ЭС ст20,"426 *12,0 Шексна",-12,"ГОСТ10704-91,10705-80из1-7",Труба ЭС,12
